Name,Symbol,Price,Img,1hr%,24hr%,7d%,MarketCap,Volume(24h),Vol(24h),CirculatingSupply,Last7Days
Streamr,DATA,$0.01384,https://s2.coinmarketcap.com/static/img/coins/64x64/2143.png,0.29%,0.22%,0.63%,$15.83M,"$1,899,274",137.17M DATA,1.14B,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/2143.svg
NEOPIN,NPT,$0.07277,https://s2.coinmarketcap.com/static/img/coins/64x64/18966.png,0.12%,0.28%,1.45%,$15.81M,"$332,486",4.56M NPT,217.22M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/18966.svg
Gems,GEMS,$0.03936,https://s2.coinmarketcap.com/static/img/coins/64x64/31750.png,0.02%,0.32%,13.25%,$15.74M,"$955,711",24.27M GEMS,399.93M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/31750.svg
EverValue Coin,EVA,$1.00,https://s2.coinmarketcap.com/static/img/coins/64x64/33342.png,0.14%,1.96%,3.03%,$15.72M,"$8,941",8.88K EVA,15.62M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/33342.svg
ORA,ORA,$0.4262,https://s2.coinmarketcap.com/static/img/coins/64x64/34165.png,0.00%,7.99%,21.99%,$15.63M,"$4,381",10.27K ORA,36.66M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/34165.svg
Houdini Swap,LOCK,$0.1661,https://s2.coinmarketcap.com/static/img/coins/64x64/23396.png,0.23%,0.14%,0.16%,$15.49M,$661,3.97K LOCK,93.2M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/23396.svg
Soil,SOIL,$0.4669,https://s2.coinmarketcap.com/static/img/coins/64x64/28220.png,0.34%,13.47%,9.67%,$15.42M,"$271,051",580.52K SOIL,33.03M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/28220.svg
SIGMA,SIGMA,$0.01695,https://s2.coinmarketcap.com/static/img/coins/64x64/32498.png,0.77%,1.55%,12.52%,$15.26M,"$3,277,200",193.29M SIGMA,899.84M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/32498.svg
Pirate Nation,PIRATE,$0.04999,https://s2.coinmarketcap.com/static/img/coins/64x64/31704.png,0.47%,2.40%,2.24%,$15.24M,"$1,160,915",23.21M PIRATE,304.9M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/31704.svg
crow with knife,CAW,$0.071971,https://s2.coinmarketcap.com/static/img/coins/64x64/30402.png,0.06%,2.84%,15.50%,$15.17M,"$305,346",15.49T CAW,769.86T,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/30402.svg
MCOIN,MCOIN,$0.08566,https://s2.coinmarketcap.com/static/img/coins/64x64/23046.png,0.10%,1.30%,13.06%,$15.16M,"$300,122",3.50M MCOIN,177M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/23046.svg
SIX Token,SIX,$0.01762,https://s2.coinmarketcap.com/static/img/coins/64x64/3327.png,1.34%,0.53%,4.89%,$15M,"$1,515,444",85.96M SIX,850.96M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/3327.svg
WHY,WHY,$0.073564,https://s2.coinmarketcap.com/static/img/coins/64x64/30867.png,0.08%,0.09%,2.69%,$14.97M,"$1,065,079",29.88T WHY,420T,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/30867.svg
PeiPei (ETH),PEIPEI,$0.073574,https://s2.coinmarketcap.com/static/img/coins/64x64/31632.png,0.23%,0.02%,8.53%,$15.04M,"$1,780,665",49.81T PEIPEI,420.68T,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/31632.svg
Comtech Gold,CGO,$106.45,https://s2.coinmarketcap.com/static/img/coins/64x64/20245.png,0.05%,1.16%,0.96%,$15.01M,"$1,613,500",15.15K CGO,141K,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/20245.svg
AS Roma Fan Token,ASR,$2.02,https://s2.coinmarketcap.com/static/img/coins/64x64/5229.png,0.44%,2.23%,1.07%,$14.98M,"$3,362,540",1.65M ASR,7.39M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/5229.svg
MilkyWay,MILK,$0.06196,https://s2.coinmarketcap.com/static/img/coins/64x64/20874.png,0.16%,0.98%,1.08%,$14.8M,"$2,332,999",37.65M MILK,238.9M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/20874.svg
HOPR,HOPR,$0.04326,https://s2.coinmarketcap.com/static/img/coins/64x64/6520.png,0.14%,0.68%,4.21%,$14.76M,"$417,930",9.65M HOPR,341.17M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/6520.svg
Bitcoin Gold,BTG,$0.8396,https://s2.coinmarketcap.com/static/img/coins/64x64/2083.png,0.01%,23.04%,6.83%,$14.71M,"$6,784",8.07K BTG,17.51M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/2083.svg
Boba Network,BOBA,$0.08565,https://s2.coinmarketcap.com/static/img/coins/64x64/14556.png,0.05%,3.00%,8.74%,$14.7M,"$7,668,999",89.53M BOBA,171.62M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/14556.svg
Self Chain,SLF,$0.1513,https://s2.coinmarketcap.com/static/img/coins/64x64/32854.png,0.21%,0.47%,11.82%,$14.68M,"$5,523,819",36.49M SLF,97M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/32854.svg
Masa,MASA,$0.01918,https://s2.coinmarketcap.com/static/img/coins/64x64/29547.png,0.00%,0.79%,13.95%,$14.61M,"$3,642,237",189.85M MASA,761.48M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/29547.svg
GYEN,GYEN,$0.006953,https://s2.coinmarketcap.com/static/img/coins/64x64/8771.png,0.04%,0.46%,14.98%,$14.59M,$43,6.12K GYEN,2.09B,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/8771.svg
Dora Factory,DORA,$0.02713,https://s2.coinmarketcap.com/static/img/coins/64x64/27966.png,0.30%,0.81%,2.60%,$14.58M,"$2,939,025",108.30M DORA,537.27M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/27966.svg
PumpBTC (Governance token),PUMP,$0.05073,https://s2.coinmarketcap.com/static/img/coins/64x64/36166.png,0.29%,0.58%,10.35%,$14.46M,"$1,606,739",31.66M PUMP,285M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/36166.svg
Boop,BOOP,$0.04828,https://s2.coinmarketcap.com/static/img/coins/64x64/36393.png,0.43%,1.25%,35.95%,$14.51M,"$2,836,687",58.75M BOOP,300.45M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/36393.svg
Grok,GROK,$0.002281,https://s2.coinmarketcap.com/static/img/coins/64x64/28394.png,1.43%,1.23%,21.59%,$14.42M,"$8,192,263",3.59B GROK,6.32B,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/28394.svg
Scallop,SCA,$0.1299,https://s2.coinmarketcap.com/static/img/coins/64x64/29679.png,0.01%,7.34%,6.06%,$14.4M,"$4,634,103",35.66M SCA,110.81M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/29679.svg
ASD,ASD,$0.02168,https://s2.coinmarketcap.com/static/img/coins/64x64/3673.png,0.75%,0.99%,1.74%,$14.33M,"$1,057,948",48.77M ASD,660.61M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/3673.svg
KiboShib,KIBSHI,$0.00001434,https://s2.coinmarketcap.com/static/img/coins/64x64/23802.png,0.26%,6.74%,36.10%,$14.35M,"$381,922",26.61B KIBSHI,1T,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/23802.svg
Vertical AI,VERTAI,$0.1444,https://s2.coinmarketcap.com/static/img/coins/64x64/34158.png,2.08%,3.46%,20.28%,$14.45M,"$578,658",4.00M VERTAI,100M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/34158.svg
Measurable Data Token,MDT,$0.02118,https://s2.coinmarketcap.com/static/img/coins/64x64/2348.png,0.19%,0.11%,19.60%,$14.32M,"$4,590,772",216.71M MDT,676.15M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/2348.svg
Aleph Cloud,ALEPH,$0.05787,https://s2.coinmarketcap.com/static/img/coins/64x64/5821.png,0.17%,0.89%,9.19%,$14.31M,"$402,024",6.94M ALEPH,247.22M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/5821.svg
FC Barcelona Fan Token,BAR,$1.30,https://s2.coinmarketcap.com/static/img/coins/64x64/5225.png,0.18%,0.20%,3.07%,$14.3M,"$3,145,333",2.41M BAR,10.97M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/5225.svg
Obol,OBOL,$0.1444,https://s2.coinmarketcap.com/static/img/coins/64x64/36278.png,0.11%,1.98%,24.05%,$14.26M,"$28,244,583",195.54M OBOL,98.71M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/36278.svg
Book of Ethereum,BOOE,$0.1482,https://s2.coinmarketcap.com/static/img/coins/64x64/31171.png,0.60%,8.80%,23.49%,$14.26M,"$294,953",1.98M BOOE,96.19M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/31171.svg
Fulcrom Finance,FUL,$0.006776,https://s2.coinmarketcap.com/static/img/coins/64x64/24190.png,0.12%,1.01%,4.56%,$14.22M,"$34,554",5.09M FUL,2.09B,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/24190.svg
Hacken Token,HAI,$0.01699,https://s2.coinmarketcap.com/static/img/coins/64x64/5583.png,1.04%,2.39%,3.22%,$14.17M,"$182,957",10.76M HAI,833.52M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/5583.svg
Oobit,OBT,$0.01414,https://s2.coinmarketcap.com/static/img/coins/64x64/13914.png,1.16%,4.77%,9.72%,$14.14M,"$143,158",10.12M OBT,1B,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/13914.svg
LTO Network,LTO,$0.03220,https://s2.coinmarketcap.com/static/img/coins/64x64/3714.png,1.62%,2.78%,6.76%,$14.12M,"$1,388,953",43.12M LTO,438.5M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/3714.svg
Rupiah Token,IDRT,$0.00006129,https://s2.coinmarketcap.com/static/img/coins/64x64/4702.png,0.01%,0.19%,0.07%,$14.11M,"$1,695",27.64M IDRT,230.13B,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/4702.svg
CreatorBid,BID,$0.05221,https://s2.coinmarketcap.com/static/img/coins/64x64/35430.png,0.90%,3.14%,53.00%,$14.02M,"$1,746,529",33.44M BID,268.46M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/35430.svg
AMO Coin,AMO,$0.0006573,https://s2.coinmarketcap.com/static/img/coins/64x64/3260.png,0.08%,1.33%,3.73%,$13.94M,"$260,614",396.47M AMO,21.2B,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/3260.svg
World of Dypians,WOD,$0.07204,https://s2.coinmarketcap.com/static/img/coins/64x64/33746.png,0.18%,0.04%,4.41%,$13.84M,"$8,337,071",115.71M WOD,192.04M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/33746.svg
Verasity,VRA,$0.001431,https://s2.coinmarketcap.com/static/img/coins/64x64/3816.png,0.43%,2.64%,0.05%,$13.77M,"$5,763,032",4.02B VRA,9.62B,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/3816.svg
RichQUACK.com,QUACK,$0.093114,https://s2.coinmarketcap.com/static/img/coins/64x64/10641.png,0.02%,0.19%,2.44%,$13.73M,"$346,866",1.11P QUACK,44.08P,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/10641.svg
StaFi,FIS,$0.1207,https://s2.coinmarketcap.com/static/img/coins/64x64/5882.png,0.30%,2.24%,20.28%,$13.69M,"$5,696,139",47.18M FIS,113.38M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/5882.svg
WUFFI,WUF,$0.061633,https://s2.coinmarketcap.com/static/img/coins/64x64/30683.png,0.10%,0.10%,1.58%,$13.66M,"$20,200",123.64B WUF,83.59T,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/30683.svg
ParaSwap,PSP,$0.01833,https://s2.coinmarketcap.com/static/img/coins/64x64/14534.png,0.05%,0.35%,2.36%,$13.66M,"$38,049",2.07M PSP,744.97M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/14534.svg
Aura Finance,AURA,$0.2082,https://s2.coinmarketcap.com/static/img/coins/64x64/21532.png,0.29%,1.58%,11.50%,$13.61M,"$9,108",43.73K AURA,65.36M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/21532.svg
LooksRare,LOOKS,$0.01357,https://s2.coinmarketcap.com/static/img/coins/64x64/17081.png,0.21%,1.58%,1.04%,$13.58M,"$3,094,001",227.90M LOOKS,999.94M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/17081.svg
Cointel,COLS,$0.03384,https://s2.coinmarketcap.com/static/img/coins/64x64/36178.png,0.24%,2.07%,3.52%,$13.54M,"$1,206,594",35.64M COLS,400M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/36178.svg
Taraxa,TARA,$0.002492,https://s2.coinmarketcap.com/static/img/coins/64x64/8715.png,0.09%,12.95%,21.82%,$13.48M,"$399,049",160.11M TARA,5.4B,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/8715.svg
AstraAI,ASTRA,$1.49,https://s2.coinmarketcap.com/static/img/coins/64x64/29593.png,0.00%,0.47%,16.55%,$13.46M,na,na,9.03M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/29593.svg
SyncGPT,SYNC,$0.06718,https://s2.coinmarketcap.com/static/img/coins/64x64/33104.png,0.02%,0.02%,0.02%,$13.44M,na,na,200M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/33104.svg
Doge Killer,LEASH,$126.25,https://s2.coinmarketcap.com/static/img/coins/64x64/9286.png,1.21%,0.25%,1.09%,$13.43M,"$1,055,774",8.36K LEASH,106.4K,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/9286.svg
GmeStop,GME,$0.001949,https://s2.coinmarketcap.com/static/img/coins/64x64/29241.png,0.43%,3.43%,1.90%,$13.42M,"$5,054,464",2.59B GME,6.88B,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/29241.svg
BOTIFY,BOTIFY,$0.01341,https://s2.coinmarketcap.com/static/img/coins/64x64/35163.png,1.00%,8.43%,3.50%,$13.42M,"$2,006,258",149.50M BOTIFY,999.95M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/35163.svg
Pkoin,PKOIN,$0.9595,https://s2.coinmarketcap.com/static/img/coins/64x64/5925.png,0.02%,0.34%,2.76%,$13.36M,"$113,187",117.96K PKOIN,13.92M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/5925.svg
AdEx,ADX,$0.09026,https://s2.coinmarketcap.com/static/img/coins/64x64/1768.png,0.10%,0.91%,7.86%,$13.35M,"$5,929,697",65.69M ADX,147.9M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/1768.svg
Cornucopias,COPI,$0.01288,https://s2.coinmarketcap.com/static/img/coins/64x64/15563.png,0.02%,0.10%,3.91%,$13.3M,"$135,738",10.53M COPI,1.03B,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/15563.svg
Voxies,VOXEL,$0.05510,https://s2.coinmarketcap.com/static/img/coins/64x64/15678.png,0.57%,0.22%,6.50%,$13.28M,"$7,452,396",135.23M VOXEL,241.04M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/15678.svg
Kryll,KRL,$0.3307,https://s2.coinmarketcap.com/static/img/coins/64x64/2949.png,0.14%,0.27%,3.44%,$13.2M,"$147,328",445.44K KRL,39.9M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/2949.svg
Suku,SUKU,$0.02990,https://s2.coinmarketcap.com/static/img/coins/64x64/6180.png,0.01%,2.48%,2.95%,$13.18M,"$207,812",6.95M SUKU,440.69M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/6180.svg
Tranchess,CHESS,$0.06613,https://s2.coinmarketcap.com/static/img/coins/64x64/10974.png,0.69%,7.84%,13.25%,$13.21M,"$4,928,354",74.51M CHESS,199.77M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/10974.svg
Ellipsis,EPS,$0.01815,https://s2.coinmarketcap.com/static/img/coins/64x64/8938.png,0.00%,0.20%,1.75%,$13.14M,na,na,723.7M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/8938.svg
GameFi.org,GAFI,$1.19,https://s2.coinmarketcap.com/static/img/coins/64x64/11783.png,0.01%,2.54%,5.63%,$13.11M,"$97,825",81.67K GAFI,10.94M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/11783.svg
Komodo,KMD,$0.09630,https://s2.coinmarketcap.com/static/img/coins/64x64/1521.png,1.22%,1.68%,20.84%,$13.09M,"$5,400,515",56.07M KMD,135.95M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/1521.svg
Spectral,SPEC,$0.9284,https://s2.coinmarketcap.com/static/img/coins/64x64/32925.png,0.84%,1.08%,9.91%,$13.1M,"$3,069,721",3.30M SPEC,14.1M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/32925.svg
Billy (Bitcoin),BDC,$0.01304,https://s2.coinmarketcap.com/static/img/coins/64x64/31668.png,0.08%,5.05%,18.41%,$13.05M,"$3,737",286.37K BDC,1B,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/31668.svg
Quiztok,QTCON,$0.001155,https://s2.coinmarketcap.com/static/img/coins/64x64/4746.png,0.05%,0.21%,3.56%,$13.01M,"$121,500",105.17M QTCON,11.26B,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/4746.svg
SHPING,SHPING,$0.005680,https://s2.coinmarketcap.com/static/img/coins/64x64/3422.png,0.26%,0.26%,1.46%,$12.99M,"$185,267",32.61M SHPING,2.28B,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/3422.svg
MemeFi,MEMEFI,$0.001290,https://s2.coinmarketcap.com/static/img/coins/64x64/33464.png,0.09%,0.40%,10.09%,$12.9M,"$5,221,370",4.04B MEMEFI,10B,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/33464.svg
BIDR,BIDR,$0.00006742,https://s2.coinmarketcap.com/static/img/coins/64x64/6855.png,0.00%,0.54%,5.76%,$12.85M,na,na,190.58B,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/6855.svg
Mr Mint,MNT,$0.03656,https://s2.coinmarketcap.com/static/img/coins/64x64/32856.png,0.40%,1.02%,12.67%,$12.79M,"$114,837",3.14M MNT,349.85M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/32856.svg
TG Casino,TGC,$0.1586,https://s2.coinmarketcap.com/static/img/coins/64x64/28919.png,0.01%,0.04%,1.77%,$12.72M,"$63,344",399.28K TGC,80.14M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/28919.svg
Decimal,DEL,$0.001138,https://s2.coinmarketcap.com/static/img/coins/64x64/12400.png,0.03%,1.45%,1.01%,$12.66M,"$222,522",195.51M DEL,11.12B,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/12400.svg
botXcoin,BOTX,$0.007170,https://s2.coinmarketcap.com/static/img/coins/64x64/3873.png,5.41%,15.21%,23.55%,$12.61M,na,na,1.75B,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/3873.svg
Blockasset,BLOCK,$0.07292,https://s2.coinmarketcap.com/static/img/coins/64x64/15752.png,0.08%,2.02%,2.64%,$12.6M,"$165,042",2.26M BLOCK,172.81M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/15752.svg
Aerobud,AEROBUD,$0.01292,https://s2.coinmarketcap.com/static/img/coins/64x64/31854.png,0.17%,2.98%,10.53%,$12.54M,"$233,438",18.05M AEROBUD,970M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/31854.svg
ColossusXT,COLX,$0.0009845,https://s2.coinmarketcap.com/static/img/coins/64x64/2001.png,0.00%,0.00%,0.00%,$12.54M,na,na,12.73B,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/2001.svg
Persistence One,XPRT,$0.05877,https://s2.coinmarketcap.com/static/img/coins/64x64/7281.png,0.09%,1.80%,0.14%,$12.54M,"$5,638,190",95.93M XPRT,213.36M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/7281.svg
Equilibria Finance,EQB,$0.3695,https://s2.coinmarketcap.com/static/img/coins/64x64/26556.png,0.07%,0.57%,5.29%,$12.51M,"$2,942",7.96K EQB,33.84M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/26556.svg
Dolomite,DOLO,$0.03442,https://s2.coinmarketcap.com/static/img/coins/64x64/35929.png,0.28%,5.67%,5.98%,$12.45M,"$3,544,549",103.06M DOLO,361.69M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/35929.svg
PIVX,PIVX,$0.1327,https://s2.coinmarketcap.com/static/img/coins/64x64/1169.png,0.10%,1.83%,0.01%,$12.45M,"$2,172,434",16.35M PIVX,93.75M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/1169.svg
Tokemak,TOKE,$0.1496,https://s2.coinmarketcap.com/static/img/coins/64x64/11202.png,2.55%,9.42%,7.08%,$12.28M,"$260,243",1.74M TOKE,82.02M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/11202.svg
zKML,ZKML,$0.1289,https://s2.coinmarketcap.com/static/img/coins/64x64/29445.png,0.00%,2.91%,16.28%,$12.44M,na,na,96.45M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/29445.svg
