Name,Symbol,Price,Img,1hr%,24hr%,7d%,MarketCap,Volume(24h),Vol(24h),CirculatingSupply,Last7Days
Boson Protocol,BOSON,$0.1106,https://s2.coinmarketcap.com/static/img/coins/64x64/8827.png,1.26%,1.33%,14.02%,$15.99M,"$2,533,490",22.90M BOSON,144.54M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/8827.svg
NEOPIN,NPT,$0.07311,https://s2.coinmarketcap.com/static/img/coins/64x64/18966.png,0.61%,0.84%,2.53%,$15.88M,"$341,930",4.67M NPT,217.22M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/18966.svg
UNS TOKEN,UNS,$0.1500,https://s2.coinmarketcap.com/static/img/coins/64x64/23081.png,0.02%,2.72%,0.02%,$15.85M,$3,16.93 UNS,105.6M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/23081.svg
Streamr,DATA,$0.01384,https://s2.coinmarketcap.com/static/img/coins/64x64/2143.png,0.31%,0.56%,0.16%,$15.83M,"$1,897,951",137.08M DATA,1.14B,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/2143.svg
Gems,GEMS,$0.03939,https://s2.coinmarketcap.com/static/img/coins/64x64/31750.png,0.03%,0.31%,13.58%,$15.76M,"$951,384",24.14M GEMS,399.93M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/31750.svg
EverValue Coin,EVA,$1.00,https://s2.coinmarketcap.com/static/img/coins/64x64/33342.png,0.09%,1.69%,3.80%,$15.7M,"$8,813",8.77K EVA,15.62M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/33342.svg
ORA,ORA,$0.4262,https://s2.coinmarketcap.com/static/img/coins/64x64/34165.png,0.00%,7.91%,22.42%,$15.63M,"$4,144",9.72K ORA,36.66M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/34165.svg
OctaSpace,OCTA,$0.4222,https://s2.coinmarketcap.com/static/img/coins/64x64/24261.png,0.58%,3.09%,11.35%,$15.61M,"$632,153",1.49M OCTA,36.97M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/24261.svg
Houdini Swap,LOCK,$0.1664,https://s2.coinmarketcap.com/static/img/coins/64x64/23396.png,0.06%,0.31%,1.62%,$15.52M,$663,3.98K LOCK,93.2M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/23396.svg
Soil,SOIL,$0.4660,https://s2.coinmarketcap.com/static/img/coins/64x64/28220.png,0.12%,15.72%,10.36%,$15.4M,"$270,272",580.26K SOIL,33.03M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/28220.svg
SIGMA,SIGMA,$0.01699,https://s2.coinmarketcap.com/static/img/coins/64x64/32498.png,0.74%,2.94%,14.13%,$15.3M,"$3,305,265",194.43M SIGMA,899.84M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/32498.svg
PeiPei (ETH),PEIPEI,$0.073608,https://s2.coinmarketcap.com/static/img/coins/64x64/31632.png,0.17%,2.87%,5.61%,$15.18M,"$1,791,399",49.64T PEIPEI,420.68T,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/31632.svg
Pirate Nation,PIRATE,$0.04976,https://s2.coinmarketcap.com/static/img/coins/64x64/31704.png,0.59%,2.36%,1.60%,$15.17M,"$1,150,317",23.11M PIRATE,304.9M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/31704.svg
crow with knife,CAW,$0.071972,https://s2.coinmarketcap.com/static/img/coins/64x64/30402.png,0.16%,3.31%,14.20%,$15.18M,"$307,393",15.58T CAW,769.86T,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/30402.svg
MCOIN,MCOIN,$0.08549,https://s2.coinmarketcap.com/static/img/coins/64x64/23046.png,0.09%,1.04%,13.39%,$15.13M,"$297,684",3.48M MCOIN,177M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/23046.svg
SIX Token,SIX,$0.01770,https://s2.coinmarketcap.com/static/img/coins/64x64/3327.png,1.00%,0.54%,3.21%,$15.06M,"$1,514,392",85.54M SIX,850.96M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/3327.svg
Comtech Gold,CGO,$106.52,https://s2.coinmarketcap.com/static/img/coins/64x64/20245.png,0.06%,1.14%,1.06%,$15.02M,"$1,610,532",15.10K CGO,141K,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/20245.svg
AS Roma Fan Token,ASR,$2.03,https://s2.coinmarketcap.com/static/img/coins/64x64/5229.png,0.35%,2.16%,4.09%,$15.03M,"$3,378,872",1.66M ASR,7.39M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/5229.svg
WHY,WHY,$0.073573,https://s2.coinmarketcap.com/static/img/coins/64x64/30867.png,0.09%,1.29%,3.53%,$15.01M,"$1,109,742",31.05T WHY,420T,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/30867.svg
MilkyWay,MILK,$0.06206,https://s2.coinmarketcap.com/static/img/coins/64x64/20874.png,0.04%,1.34%,2.14%,$14.83M,"$2,327,635",37.50M MILK,238.9M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/20874.svg
HOPR,HOPR,$0.04332,https://s2.coinmarketcap.com/static/img/coins/64x64/6520.png,0.13%,0.80%,4.11%,$14.78M,"$425,426",9.81M HOPR,341.17M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/6520.svg
Boba Network,BOBA,$0.08595,https://s2.coinmarketcap.com/static/img/coins/64x64/14556.png,0.05%,2.66%,7.73%,$14.75M,"$7,729,114",89.92M BOBA,171.62M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/14556.svg
Self Chain,SLF,$0.1519,https://s2.coinmarketcap.com/static/img/coins/64x64/32854.png,0.26%,0.94%,11.12%,$14.74M,"$5,597,963",36.83M SLF,97M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/32854.svg
Bitcoin Gold,BTG,$0.8396,https://s2.coinmarketcap.com/static/img/coins/64x64/2083.png,0.00%,10.33%,7.14%,$14.71M,"$6,782",8.07K BTG,17.51M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/2083.svg
Masa,MASA,$0.01934,https://s2.coinmarketcap.com/static/img/coins/64x64/29547.png,0.16%,0.29%,11.17%,$14.73M,"$3,708,760",191.73M MASA,761.48M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/29547.svg
Vertical AI,VERTAI,$0.1446,https://s2.coinmarketcap.com/static/img/coins/64x64/34158.png,2.69%,4.86%,20.23%,$14.46M,"$539,195",3.68M VERTAI,100M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/34158.svg
GYEN,GYEN,$0.006952,https://s2.coinmarketcap.com/static/img/coins/64x64/8771.png,0.07%,0.74%,15.19%,$14.59M,$42,6.09K GYEN,2.09B,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/8771.svg
Dora Factory,DORA,$0.02705,https://s2.coinmarketcap.com/static/img/coins/64x64/27966.png,0.04%,0.16%,1.80%,$14.54M,"$2,964,046",109.54M DORA,537.27M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/27966.svg
PumpBTC (Governance token),PUMP,$0.05098,https://s2.coinmarketcap.com/static/img/coins/64x64/36166.png,0.25%,0.63%,7.32%,$14.53M,"$1,637,924",32.12M PUMP,285M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/36166.svg
Boop,BOOP,$0.04824,https://s2.coinmarketcap.com/static/img/coins/64x64/36393.png,0.05%,1.17%,35.70%,$14.5M,"$2,827,101",58.59M BOOP,300.45M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/36393.svg
Scallop,SCA,$0.1300,https://s2.coinmarketcap.com/static/img/coins/64x64/29679.png,0.17%,3.10%,7.94%,$14.41M,"$4,788,012",36.82M SCA,110.81M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/29679.svg
KiboShib,KIBSHI,$0.00001437,https://s2.coinmarketcap.com/static/img/coins/64x64/23802.png,0.34%,6.55%,37.93%,$14.38M,"$380,861",26.48B KIBSHI,1T,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/23802.svg
Measurable Data Token,MDT,$0.02122,https://s2.coinmarketcap.com/static/img/coins/64x64/2348.png,0.16%,0.05%,18.51%,$14.35M,"$4,793,138",225.87M MDT,676.15M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/2348.svg
Grok,GROK,$0.002268,https://s2.coinmarketcap.com/static/img/coins/64x64/28394.png,0.04%,3.50%,20.85%,$14.34M,"$8,238,084",3.62B GROK,6.32B,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/28394.svg
ASD,ASD,$0.02186,https://s2.coinmarketcap.com/static/img/coins/64x64/3673.png,0.15%,2.28%,2.31%,$14.44M,"$1,068,169",49.23M ASD,660.61M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/3673.svg
FC Barcelona Fan Token,BAR,$1.30,https://s2.coinmarketcap.com/static/img/coins/64x64/5225.png,0.02%,0.24%,2.60%,$14.31M,"$3,146,155",2.41M BAR,10.97M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/5225.svg
Obol,OBOL,$0.1448,https://s2.coinmarketcap.com/static/img/coins/64x64/36278.png,0.11%,4.28%,25.81%,$14.3M,"$28,482,319",196.58M OBOL,98.71M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/36278.svg
Aleph Cloud,ALEPH,$0.05788,https://s2.coinmarketcap.com/static/img/coins/64x64/5821.png,0.06%,0.37%,10.08%,$14.31M,"$401,761",6.94M ALEPH,247.22M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/5821.svg
Oobit,OBT,$0.01428,https://s2.coinmarketcap.com/static/img/coins/64x64/13914.png,0.00%,3.76%,8.75%,$14.29M,"$143,451",10.03M OBT,1B,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/13914.svg
Fulcrom Finance,FUL,$0.006775,https://s2.coinmarketcap.com/static/img/coins/64x64/24190.png,0.16%,0.76%,4.32%,$14.22M,"$8,615",1.27M FUL,2.09B,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/24190.svg
Book of Ethereum,BOOE,$0.1473,https://s2.coinmarketcap.com/static/img/coins/64x64/31171.png,1.09%,8.74%,21.70%,$14.18M,"$284,476",1.93M BOOE,96.19M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/31171.svg
Rupiah Token,IDRT,$0.00006130,https://s2.coinmarketcap.com/static/img/coins/64x64/4702.png,0.00%,0.15%,0.09%,$14.11M,na,na,230.13B,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/4702.svg
LTO Network,LTO,$0.03184,https://s2.coinmarketcap.com/static/img/coins/64x64/3714.png,0.71%,3.63%,7.37%,$13.97M,"$1,381,391",43.37M LTO,438.5M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/3714.svg
CreatorBid,BID,$0.05188,https://s2.coinmarketcap.com/static/img/coins/64x64/35430.png,0.44%,0.80%,53.70%,$13.93M,"$1,773,600",34.18M BID,268.46M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/35430.svg
Hacken Token,HAI,$0.01665,https://s2.coinmarketcap.com/static/img/coins/64x64/5583.png,0.99%,0.31%,1.05%,$13.88M,"$155,632",9.33M HAI,833.52M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/5583.svg
AMO Coin,AMO,$0.0006548,https://s2.coinmarketcap.com/static/img/coins/64x64/3260.png,0.25%,1.78%,3.53%,$13.88M,"$268,005",409.27M AMO,21.2B,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/3260.svg
Verasity,VRA,$0.001447,https://s2.coinmarketcap.com/static/img/coins/64x64/3816.png,0.99%,1.22%,2.54%,$13.93M,"$5,814,763",4.03B VRA,9.62B,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/3816.svg
World of Dypians,WOD,$0.07199,https://s2.coinmarketcap.com/static/img/coins/64x64/33746.png,0.15%,0.08%,4.54%,$13.83M,"$8,453,797",117.42M WOD,192.03M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/33746.svg
RichQUACK.com,QUACK,$0.093116,https://s2.coinmarketcap.com/static/img/coins/64x64/10641.png,0.08%,0.02%,2.61%,$13.74M,"$347,044",1.11P QUACK,44.08P,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/10641.svg
StaFi,FIS,$0.1215,https://s2.coinmarketcap.com/static/img/coins/64x64/5882.png,0.28%,0.98%,18.22%,$13.78M,"$5,761,761",47.39M FIS,113.38M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/5882.svg
WUFFI,WUF,$0.061635,https://s2.coinmarketcap.com/static/img/coins/64x64/30683.png,0.01%,0.49%,1.50%,$13.67M,"$20,168",123.35B WUF,83.59T,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/30683.svg
ParaSwap,PSP,$0.01833,https://s2.coinmarketcap.com/static/img/coins/64x64/14534.png,0.06%,0.45%,2.35%,$13.66M,"$38,071",2.07M PSP,744.97M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/14534.svg
Aura Finance,AURA,$0.2088,https://s2.coinmarketcap.com/static/img/coins/64x64/21532.png,0.29%,0.77%,11.24%,$13.65M,"$3,700",17.71K AURA,65.36M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/21532.svg
LooksRare,LOOKS,$0.01367,https://s2.coinmarketcap.com/static/img/coins/64x64/17081.png,0.63%,2.81%,2.66%,$13.67M,"$3,105,713",227.90M LOOKS,999.94M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/17081.svg
Cointel,COLS,$0.03378,https://s2.coinmarketcap.com/static/img/coins/64x64/36178.png,0.51%,1.72%,3.35%,$13.51M,"$1,144,262",33.87M COLS,400M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/36178.svg
GmeStop,GME,$0.001959,https://s2.coinmarketcap.com/static/img/coins/64x64/29241.png,0.42%,4.16%,4.87%,$13.49M,"$5,091,348",2.59B GME,6.88B,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/29241.svg
Taraxa,TARA,$0.002489,https://s2.coinmarketcap.com/static/img/coins/64x64/8715.png,0.30%,14.16%,22.30%,$13.46M,"$398,748",160.00M TARA,5.4B,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/8715.svg
Doge Killer,LEASH,$126.63,https://s2.coinmarketcap.com/static/img/coins/64x64/9286.png,0.71%,1.29%,1.16%,$13.47M,"$1,125,678",8.88K LEASH,106.4K,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/9286.svg
AstraAI,ASTRA,$1.49,https://s2.coinmarketcap.com/static/img/coins/64x64/29593.png,0.00%,0.34%,16.55%,$13.46M,na,na,9.03M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/29593.svg
SyncGPT,SYNC,$0.06719,https://s2.coinmarketcap.com/static/img/coins/64x64/33104.png,0.02%,0.01%,0.01%,$13.44M,na,na,200M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/33104.svg
Voxies,VOXEL,$0.05552,https://s2.coinmarketcap.com/static/img/coins/64x64/15678.png,0.13%,0.27%,3.69%,$13.38M,"$7,626,736",137.21M VOXEL,241.04M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/15678.svg
BOTIFY,BOTIFY,$0.01337,https://s2.coinmarketcap.com/static/img/coins/64x64/35163.png,1.69%,9.98%,3.97%,$13.37M,"$2,029,562",151.76M BOTIFY,999.95M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/35163.svg
AdEx,ADX,$0.09047,https://s2.coinmarketcap.com/static/img/coins/64x64/1768.png,0.14%,1.44%,6.87%,$13.38M,"$6,038,294",66.78M ADX,147.9M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/1768.svg
Pkoin,PKOIN,$0.9652,https://s2.coinmarketcap.com/static/img/coins/64x64/5925.png,0.99%,0.89%,2.19%,$13.44M,"$112,590",114.77K PKOIN,13.92M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/5925.svg
Cornucopias,COPI,$0.01288,https://s2.coinmarketcap.com/static/img/coins/64x64/15563.png,0.10%,0.22%,3.46%,$13.3M,"$144,069",11.18M COPI,1.03B,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/15563.svg
Kryll,KRL,$0.3306,https://s2.coinmarketcap.com/static/img/coins/64x64/2949.png,0.23%,0.39%,3.19%,$13.19M,"$150,171",454.15K KRL,39.9M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/2949.svg
Suku,SUKU,$0.02990,https://s2.coinmarketcap.com/static/img/coins/64x64/6180.png,0.01%,2.47%,2.78%,$13.18M,"$210,894",7.05M SUKU,440.69M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/6180.svg
Tranchess,CHESS,$0.06581,https://s2.coinmarketcap.com/static/img/coins/64x64/10974.png,0.97%,6.99%,14.86%,$13.15M,"$4,536,980",68.93M CHESS,199.77M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/10974.svg
Ellipsis,EPS,$0.01815,https://s2.coinmarketcap.com/static/img/coins/64x64/8938.png,0.08%,0.20%,0.91%,$13.14M,na,na,723.7M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/8938.svg
Spectral,SPEC,$0.9315,https://s2.coinmarketcap.com/static/img/coins/64x64/32925.png,0.96%,1.43%,8.04%,$13.14M,"$3,055,399",3.27M SPEC,14.1M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/32925.svg
Komodo,KMD,$0.09561,https://s2.coinmarketcap.com/static/img/coins/64x64/1521.png,0.99%,4.07%,20.82%,$13M,"$5,568,609",57.69M KMD,135.95M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/1521.svg
GameFi.org,GAFI,$1.19,https://s2.coinmarketcap.com/static/img/coins/64x64/11783.png,0.07%,2.54%,5.48%,$13.12M,"$98,051",81.86K GAFI,10.94M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/11783.svg
Billy (Bitcoin),BDC,$0.01302,https://s2.coinmarketcap.com/static/img/coins/64x64/31668.png,0.12%,5.48%,19.21%,$13.03M,"$3,681",282.49K BDC,1B,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/31668.svg
SHPING,SHPING,$0.005697,https://s2.coinmarketcap.com/static/img/coins/64x64/3422.png,0.06%,1.04%,0.97%,$13.03M,"$178,750",31.37M SHPING,2.28B,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/3422.svg
Quiztok,QTCON,$0.001155,https://s2.coinmarketcap.com/static/img/coins/64x64/4746.png,0.02%,0.95%,3.90%,$13.01M,"$121,894",105.49M QTCON,11.26B,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/4746.svg
MemeFi,MEMEFI,$0.001292,https://s2.coinmarketcap.com/static/img/coins/64x64/33464.png,0.53%,0.95%,8.16%,$12.92M,"$5,253,663",4.06B MEMEFI,10B,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/33464.svg
BIDR,BIDR,$0.00006742,https://s2.coinmarketcap.com/static/img/coins/64x64/6855.png,0.00%,0.54%,5.76%,$12.85M,na,na,190.58B,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/6855.svg
TG Casino,TGC,$0.1588,https://s2.coinmarketcap.com/static/img/coins/64x64/28919.png,0.39%,0.21%,2.35%,$12.73M,"$64,689",407.22K TGC,80.14M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/28919.svg
Mr Mint,MNT,$0.03634,https://s2.coinmarketcap.com/static/img/coins/64x64/32856.png,0.06%,0.12%,13.13%,$12.71M,"$119,866",3.30M MNT,349.85M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/32856.svg
Decimal,DEL,$0.001138,https://s2.coinmarketcap.com/static/img/coins/64x64/12400.png,0.00%,1.33%,1.05%,$12.66M,"$223,010",195.90M DEL,11.12B,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/12400.svg
Blockasset,BLOCK,$0.07301,https://s2.coinmarketcap.com/static/img/coins/64x64/15752.png,0.08%,2.16%,1.93%,$12.62M,"$165,604",2.27M BLOCK,172.81M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/15752.svg
ColossusXT,COLX,$0.0009845,https://s2.coinmarketcap.com/static/img/coins/64x64/2001.png,0.00%,0.00%,0.00%,$12.54M,na,na,12.73B,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/2001.svg
Aerobud,AEROBUD,$0.01297,https://s2.coinmarketcap.com/static/img/coins/64x64/31854.png,0.88%,3.46%,11.26%,$12.58M,"$232,635",18.02M AEROBUD,970M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/31854.svg
Persistence One,XPRT,$0.05874,https://s2.coinmarketcap.com/static/img/coins/64x64/7281.png,0.09%,1.93%,0.04%,$12.53M,"$5,699,431",97.24M XPRT,213.36M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/7281.svg
Equilibria Finance,EQB,$0.3695,https://s2.coinmarketcap.com/static/img/coins/64x64/26556.png,0.06%,0.45%,4.39%,$12.51M,"$2,942",7.96K EQB,33.84M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/26556.svg
PIVX,PIVX,$0.1330,https://s2.coinmarketcap.com/static/img/coins/64x64/1169.png,0.13%,1.97%,1.32%,$12.47M,"$2,180,336",16.40M PIVX,93.75M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/1169.svg
zKML,ZKML,$0.1289,https://s2.coinmarketcap.com/static/img/coins/64x64/29445.png,0.05%,2.91%,16.28%,$12.44M,"$34,350",266.33K ZKML,96.45M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/29445.svg
Dolomite,DOLO,$0.03437,https://s2.coinmarketcap.com/static/img/coins/64x64/35929.png,0.37%,6.59%,4.35%,$12.43M,"$3,621,060",105.32M DOLO,361.69M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/35929.svg
FIO Protocol,FIO,$0.01532,https://s2.coinmarketcap.com/static/img/coins/64x64/5865.png,0.30%,2.55%,3.00%,$12.44M,"$2,623,206",171.16M FIO,811.77M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/5865.svg
Tokemak,TOKE,$0.1511,https://s2.coinmarketcap.com/static/img/coins/64x64/11202.png,8.81%,10.73%,8.50%,$12.39M,"$251,826",1.67M TOKE,82.02M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/11202.svg
